,book_num,book_name,author,book_type,book_price,book_inventory,book_score,book_description,book_sales,comment_nums,publisher_id
81,202105161857121771,海鸟的哭泣-人们看不到的鸟类爱情与生活,[英]亚当•尼科尔森 著；[英]凯特•博克瑟 绘/木草草,科技,0,109,9.2,◎ 杰出的自然主义非虚构作品◎《泰晤士报》《华盛顿邮报》年度好书◎ 荣获英国自然与旅行写作至高奖——温赖特奖----------------海鸟是海... ,668,274,49
82,202105161857124764,生命进化的跃升-40亿年生命史上10个决定性突变,[英] 尼克·莱恩/梅苃芢,科技,0,540,9.2,40亿年前，海底热泉偶然地成为你和其他生命的起源之地；之后，DNA的复制密码让你得以繁衍；直到光合作用制造出氧气，你才解决了能源问题；接着，复杂细胞让你的构... ,120,137,5
83,202105161857126214,基因传-众生之源,[美] 悉达多·穆克吉/马向涛,科技,0,833,8.6,在整个20世纪，有三项颠覆性的科学概念和技术应用把人类社会引领到新的历史阶段：“原子”的发现带来物理学的革命，“字节”的发现带来互联网的革命，“基因”的发现... ,258,3739,1
84,202105161857123913,病者生存-疾病如何延续人类寿命,[美]沙龙·莫勒姆（Sharon Moalem）、[美]乔纳森·普林斯（Jonathan Prince）/程纪莲,科技,0,883,8.7,日光浴能够降低胆固醇吗？为什么亚洲人喝酒容易脸红？为什么天冷的时候我们想撒尿？为什么地中海地区的人都有蚕豆病的遗传基因？“绝命毒师”老白从蓖麻里面提... ,481,1748,50
85,202105161857124269,给忙碌者的天体物理学,尼尔·德格拉斯·泰森/孙正凡,科技,0,486,8.6,★全球现象级畅销书，上市仅一年畅销100万册，售出38国版权。★亚马逊2017科学类年度好书，《纽约时报》非虚构畅销榜榜首，Goodreads（美国豆瓣）... ,534,2380,27
86,202105161857127391,万物皆数,[法] 米卡埃尔·洛奈（Mickaël Launay）/孙佳雯,科技,0,715,8.3,★★★已被译为英语、西班牙语、波兰语等6种语言法国亚马逊科学史分类第1名获法国数学期刊Tangente图书奖……………………◎ 编辑推荐★ 数学... ,413,1217,51
87,202105161857127136,心理学与生活,[美] 理查德·格里格、菲利普·津巴多/王垒、王甦 等,科技,0,51,8.8,《心理学与生活》是美国斯坦福大学多年来使用的教材，也是在美国许多大学里推广使用的经典教材，被ETS推荐为GRE心理学专项考试的主要参考用书，还是被许多国家大... ,727,17495,33
88,202105161857126203,十问-霍金沉思录,[英]史蒂芬·霍金/吴忠超,科技,0,902,8.5,物理学家史蒂芬•霍金最后的著作《十问：霍金沉思录》，这本书涉及他对科学与社会所面临的大问题的思考，包括“人类是否会一直在地球上生存下去？（可能不会）”“时间... ,22,1744,3
89,202105161857121774,怪诞行为学-可预测的非理性,［美］丹•艾瑞里/赵德亮、夏蓓洁,科技,0,781,8.1,我们为什么会浪费丰盛晚宴中的精致食物，却对一张打折优惠餐券念念不忘?在做生活中的各种决策时，我们总是以为自己正在做出明智的、理性的选择。但是事实真的是这样... ,226,2262,4
90,202105161857128207,逛动物园是件正经事,花蚀,科技,98,267,8.5,编辑推荐：4个月，跨越整个中国；56座动物园，第一次全面探访；200多种动物，延伸新时代的认知；480分钟的阅读，带给你深入的思考；2亿话题量，我... ,315,557,52
91,202105161857127233,有毒-从致命武器到救命解药，看地球致命毒物如何成为生化大师,[美] 克丽丝蒂 • 威尔科克斯（Christie Wilcox）/阳曦,科技,0,753,8.6,★★★《史密森》杂志2016年年度优秀科普书“科技艺术”网站2016年拓展大脑的12本非虚构图书之一这颗星球上的每一个物种都有自己的故事，演化的史诗中... ,768,371,53
92,202105161857128592,时间的形状-相对论史话（升级版）,汪洁,科技,48,250,8.8,一直以来，你一定会有这样的疑问：永恒流淌的时间，是真的摸不着看不见，还是有形状和终点？我们所处的空间，是三维四维还是五维？我们能不能踏上时光机，任意穿... ,665,3284,54
93,202105161857125394,半小时漫画经济学2：金融危机篇-金融危机篇,陈磊·半小时漫画团队,科技,52,769,7.4,在大多数读者的心目中，经济学都是专业、晦涩的代名词，但陈磊（笔名：二混子）领衔的半小时漫画团队，却通过手绘漫画和段子，一边用历史上著名的金融危机事件抖包袱，... ,350,3785,39
94,202105161857123884,所罗门王的指环,康拉德•洛伦茨/刘志良,科技,0,778,9.2,这不是一部童话故事，但却让你觉得所有童话中关于动物的拟人描写都是那么合情合理。因为洛伦茨告诉你：事实比任何贫瘠的想象都更出人意料、妙趣横生。★看似平和的鱼... ,453,2243,1
95,202105161857123250,万物简史,[美] 比尔·布莱森/严维明、陈邕,科技,0,631,8.7,这是一部有关现代科学发展史的既通俗易懂又引人入胜的书，作者用清晰明了、幽默风趣的笔法，将宇宙大爆炸到人类文明发展进程中所发生的繁多妙趣横生的故事一一收入笔下... ,384,9148,55
96,202105161857122083,世界观(原书第2版)-现代人必须要懂的科学哲学和科学史,[美]理查德·德威特/孙天,科技,0,276,8.9,从地心说到三大定律的跃迁，是人类世界观的一次次脱胎换骨！亚里士多德的世界观 以地球是宇宙中心为信条。牛顿世界观 把动者恒动当作真理。有没有可能我们现在... ,224,2718,56
97,202105161857124018,看不见的森林-林中自然笔记,[美] 戴维•乔治•哈斯凯尔,科技,0,218,9.0,这是一本森林观测笔记。 在这本书里，一位生物学家以一年的时间为主线，在每次的观测中，为我们揭开藏森林一平方米地域里的秘密。 在这本完全原创的书里，生物学家戴... ,685,1596,7
98,202105161857126758,起源：NASA天文学家的万物解答,(英) 巴赫拉姆 ·莫巴舍尔 (Bahram Mobasher)/李永学,科技,0,658,9.2,◎权威作者，专业视角：NASA天文学家的专业解答，以实践与理论研究的双重维度，探索从宇宙大爆炸到人类文明演进的数亿年历史。作者在美国NASA担任7年的天文... ,597,14,3
99,202105161857121293,对伪心理学说不,基思•斯坦诺维奇/窦东徽、刘肖岑,科技,0,511,9.1,"《对""伪心理学""说不》第1版出版于1983年，20多年来一直被奉为心理学入门经典，在全球顶尖大学中享有盛誉，现在呈现在读者面前的是第8版。这本书并不同于一般... ",370,5132,33
100,202105161857124517,苏菲的世界,[挪威] 乔斯坦·贾德/萧宝森,科技,0,184,9.0,《苏菲的世界》这是一本风靡世界的哲学启蒙书。14岁的少女苏菲不断接到一些极不寻常的来信，世界像谜团一般在她眼底展开，她在一位神秘导师的指引下，苏菲开始思... ,773,4221,57
101,202105161857128896,生命是什么,王立铭,科技,69,128,8.8,本书通过生动的文笔和有趣有料的生物学故事，揭开了生命科学神秘的面纱，不仅生动地解读了生命的定义及奥秘，而且详细地追溯了生命的起源和演化，展现 了人类探索生命... ,114,727,33
102,202105161857126945,别闹了，费曼先生-科学顽童的故事,[美] 理查德·费曼,科技,0,302,8.9,费曼得过诺贝尔奖，是现代最伟大的理论物理学家之一。但他同时也可能是历史上唯一被按摩院请去画裸体画、偷偷打开放着原子弹机密文件的保险箱，在巴西桑巴乐团担任鼓手... ,298,9553,58
103,202105161857129484,自私的基因-40周年增订版,[英] 理查德·道金斯/卢允中;张岱云;陈复加;罗小舟;叶盛,科技,0,939,8.3,《自私的基因》于1976年首次出版之后便畅销全球，是20世纪百大经典名著之一，是一部不仅在基因领域更在社会科学领域具有重要影响力的经典作品。我们从哪里来，... ,107,1507,4
104,202105161857123275,宇宙,[美]卡尔·萨根(Carl Sagan)/陈冬妮,科技,0,214,9.2,霍金、阿西莫夫钦佩的科普作家、普利策奖获得者卡尔·萨根历时三年精心创作BBC盛赞：20多年后，仍没有一本天文类书籍，甚至是一本科学类的书籍，能与《宇宙》的... ,320,903,59
105,202105161857121581,疫苗竞赛-人类对抗疾病的代价,梅雷迪丝·瓦德曼/罗爽,科技,0,967,8.8,疫苗问世难在哪里？问题疫苗危害有多大？如何实现有效监管？疫苗研发的历史，激荡着科学的坚守、医药巨头的角力、伦理的瓦解与重建，人类的命运随其沉浮南京大... ,526,181,24
106,202105161857128009,网络是怎样连接的,[日]户根勤/周自恒,科技,0,755,9.1,本书以探索之旅的形式，从在浏览器中输入网址开始，一路追踪了到显示出网页内容为止的整个过程，以图配文，讲解了网络的全貌，并重点介绍了实际的网络设备和软件是如何... ,444,1349,33
107,202105161857122496,形式的起源,[美] 克里斯托弗·威廉斯、Christopher Williams/王业瑾,科技,0,236,8.2,自然造物和人类造物的设计法则万物的形式遵循着怎样的设计法则？一起探究自然物和人造物的形式“是什么样”和“为何这样”☆ 大量案例的新颖解读，探讨设计的本... ,762,17,60
108,202105161857128927,你看起来好像……我爱你-AI的工作原理以及它为这个世界带来的稀奇古怪,(美) 贾内尔·沙内/余天呈,科技,0,988,,这是一本写给普通人了解AI的趣味科普，它还有超级可爱的漫画！-这本书“非常易读、有料，而且妙趣横生、令人捧腹”（《万物发明指南》作者瑞安·诺思），带领普... ,509,14,1
109,202105161857122000,性的进化,[美] 贾雷德·戴蒙德/魏薇,科技,0,384,7.4,男性为什么不哺乳？人类为什么会为了享乐而不是生育而性交？为什么只有人类女性会经历更年期？为什么人类男性会成为数不多的照顾后代的哺乳动物之一？……关... ,735,200,41
110,202105161857128038,宇宙的琴弦-The Elegant Universe,[美] 布赖恩·格林/李泳,科技,0,842,9.2,布莱恩•格林是当今世界领先的弦理论家之一，他十分精妙地把科学思想与写作融合起来。本书撩开了弦理论的神秘面纱，揭示了一个十一维的宇宙。那里，空间的纤维撕裂了又... ,196,541,3
111,202105161857129741,照护-哈佛医师和阿尔茨海默病妻子的十年,[美] 凯博文/姚灏,科技,0,703,9.1,阿尔茨海默病是什么？如果有一天家人突然不认识你了，你该如何应对，如何劝慰，如何照料？面对一场注定以“失败”告终的战斗，面对亲人终将失去理智、失去自我的结局，... ,248,366,1
112,202105161857127531,荒诞医学史,莉迪亚•康、内特•彼得森/王秀莉、赵一杰,科技,0,945,7.9,通过放血来治愈失血，水银蒸气浴治疗梅毒，用发烫的烙铁烧掉痔疮，“爆菊法”拯救溺水的人，镭辐射水包治百病，吃土让你药到病除……作为一本讲述西方医学史上疾病荒... ,726,3888,21
113,202105161857125053,失敬，植物先生-它们很古老，其实它们很先进,[意]斯特凡诺·曼库索/金佳音,科技,0,697,8.3,植物在宇宙间扮演的角色，其实远远超过人类的想象。它们出现于几亿年前，却早已指明了我们人类的未来。植物作为经过长期演化，且建构方式与动物全然不同的生物体，具有... ,441,478,36
114,202105161857127594,惊呆了！原来这就是社会学,［日］田中正人、［日］香月孝史/刘晓晓,科技,0,35,,★ 懂点社会学，走出混沌的日常，理解社会与人生★ 76位社会学巨擘×135个社会学核心概念×400幅超可爱漫画上至学科奠基人奥古斯特·孔德、埃米尔·涂尔... ,389,19,61
115,202105161857128996,寂静的春天,[美] 蕾切尔·卡森/吕瑞兰、李长生,科技,0,838,8.1,我们必须与其他生物共同分享我们的地球，为了解决这个问题，我们发明了许多新的、富于想象力和创造性的方法；随着这一形势的发展，一个要反复提及的话题是：我们是在与... ,11,4852,25
116,202105161857121984,信息简史,[美] 詹姆斯·格雷克/高博,科技,0,744,8.7,人类与信息遭遇的历史由来已久。詹姆斯•格雷克笔下的这段历史出人意料地从非洲的鼓语讲起（第1章）。非洲土著部落在尚未直接跨越到移动电话之前，曾用鼓声来传递讯息... ,191,2682,33
117,202105161857129540,暗淡蓝点-探寻人类的太空家园,卡尔·萨根 (Carl Sagan)/叶式辉、黄一勤,科技,0,888,8.9,全书首先回顾了历史上有关人类在宇宙中地位的种种观念，接着根据20世纪中叶以来空间探测的成就对太阳系作了全方位的考察，然后评估了将人送入太空的种种理由，最后是... ,500,706,33
118,202105161857125960,地理学与生活-全彩插图第11版,[美] 阿瑟·格蒂斯、[美] 朱迪丝·格蒂斯、[美] 杰尔姆·D.费尔曼/黄润华、韩慕康、孙颖,科技,0,900,8.9,地理学是一门古老的学科，最初仅指地球的绘图与勘查，但发展到今天已经逐渐成为一门范围广泛的学科。本书共十三章，分四篇，囊括自然地理学、人口地理学、文化地理学、... ,709,2578,2
119,202105161857128512,恐龙的兴衰-一部失落世界的全新史诗,[美]史蒂夫·布鲁萨特/李凤阳,科技,0,298,8.9,知名恐龙学者邢立达审校推荐，《侏罗纪世界3》科学顾问，命名15个新物种的古生物学家，打破对恐龙的刻板想象，用化石证据重写恐龙兴衰史恐龙从哪里来？它们如何崛... ,87,303,62
